ts.IDnum.w1,id,ts.endDateTime.w1,ts.exclusion.age.w1,outgoing1,findfault1,thorough1,nervous1,imagination1,reserved1,trusting1,lazy1,relaxed1,unartistic1,talkative1,original1,quarrels1,tense1,ingenious1,depressed1,enthusiasm1,forgiving1,assertive1,disorganized1,emotionallystable1,inventive1,cold1,perseveres1,moody1,artistic1,shy1,efficient1,calm1,routine1,plans1,reflect1,cooperate1,distracted1,sophisticated1,reliable1,worries1,quiet1,rude1,careless1,helpful1,considerate1,energy1,curious1,talkative2,findfault2,thorough2,depressed2,original2,reserved2,careless2,energy2,quarrels2,tense2,ingenious2,enthusiasm2,forgiving2,disorganized2,trusting2,emotionallystable2,inventive2,assertive2,cold2,perseveres2,connected2,moody2,artistic2,shy2,efficient2,calm2,routine2,plans2,nervous2,reflect2,unartistic2,cooperate2,distracted2,sophisticated2,helpful2,likesothers2,imagination2,outgoing2,lazy2,relaxed2,reliable2,worries2,quiet2,rude2,considerate2,curious2,talkative3,findfault3,thorough3,depressed3,original3,reserved3,careless3,energy3,quarrels3,tense3,ingenious3,enthusiasm3,forgiving3,disorganized3,trusting3,emotionallystable3,inventive3,assertive3,cold3,perseveres3,moody3,artistic3,shy3,efficient3,calm3,routine3,plans3,nervous3,reflect3,unartistic3,cooperate3,distracted3,sophisticated3,helpful3,relaxed3,reliable3,curious3,worries3,imagination3,quiet3,lazy3,considerate3,outgoing3,rude3,talkative_a,findfault_a,thorough_a,depressed_a,original_a,reserved_a,helpful_a,careless_a,relaxed_a,curious_a,energy_a,quarrels_a,reliable_a,tense_a,ingenious_a,enthusiasm_a,forgiving_a,disorganized_a,worries_a,imagination_a,quiet_a,trusting_a,lazy_a,emotionallystable_a,inventive_a,assertive_a,cold_a,perseveres_a,moody_a,artistic_a,shy_a,considerate_a,efficient_a,calm_a,routine_a,outgoing_a,rude_a,plans_a,nervous_a,reflect_a,unartistic_a,cooperate_a,distracted_a,sophisticated_a,talkative_b,findfault_b,thorough_b,depressed_b,original_b,reserved_b,helpful_b,careless_b,relaxed_b,curious_b,energy_b,quarrels_b,reliable_b,tense_b,ingenious_b,enthusiasm_b,forgiving_b,disorganized_b,worries_b,imagination_b,quiet_b,trusting_b,lazy_b,emotionallystable_b,inventive_b,assertive_b,cold_b,perseveres_b,moody_b,artistic_b,shy_b,considerate_b,efficient_b,calm_b,routine_b,outgoing_b,rude_b,plans_b,nervous_b,reflect_b,unartistic_b,cooperate_b,distracted_b,sophisticated_b,talkative_c,findfault_c,thorough_c,depressed_c,original_c,reserved_c,helpful_c,careless_c,relaxed_c,curious_c,energy_c,quarrels_c,reliable_c,tense_c,ingenious_c,enthusiasm_c,forgiving_c,disorganized_c,worries_c,imagination_c,quiet_c,trusting_c,lazy_c,emotionallystable_c,inventive_c,assertive_c,cold_c,perseveres_c,moody_c,artistic_c,shy_c,considerate_c,efficient_c,calm_c,routine_c,outgoing_c,rude_c,plans_c,nervous_c,reflect_c,unartistic_c,cooperate_c,distracted_c,sophisticated_c,talkative_d,findfault_d,thorough_d,depressed_d,original_d,reserved_d,helpful_d,careless_d,relaxed_d,curious_d,energy_d,quarrels_d,reliable_d,tense_d,ingenious_d,enthusiasm_d,forgiving_d,disorganized_d,worries_d,imagination_d,quiet_d,trusting_d,lazy_d,emotionallystable_d,inventive_d,assertive_d,cold_d,perseveres_d,moody_d,artistic_d,shy_d,considerate_d,efficient_d,calm_d,routine_d,outgoing_d,rude_d,plans_d,nervous_d,reflect_d,unartistic_d,cooperate_d,distracted_d,sophisticated_d
45750,10434,10/28/13 16:55,10/28/13 18:57,8,10,12,5,9,12,6,5,10,5,9,5,12,13,8,11,12,12,13,6,5,5,13,13,13,12,12,11,5,11,12,12,12,5,4,11,11,7,9,5,8,6,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45780,10435,11/1/13 13:56,11/1/13 16:48,11,8,11,4,13,8,12,2,11,11,12,12,1,10,13,8,8,6,5,11,15,15,8,8,9,12,3,11,15,1,5,15,6,12,7,6,11,9,1,4,12,7,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45810,10436,10/30/13 15:58,10/30/13 18:05,13,9,9,9,11,4,10,9,14,7,13,9,7,7,8,2,13,13,10,9,14,10,6,7,6,9,8,7,12,7,9,9,11,11,6,12,3,4,9,9,12,12,13,13,12,9,10,4,10,7,8,10,3,6,9,10,10,8,9,12,9,9,8,9,11,7,5,9,6,12,7,9,7,9,10,10,9,7,10,12,11,11,9,12,10,7,5,6,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,11,5,10,8,10,9,15,15,15,7,10,7,10,12,13,9,6,14,7,11,9,14,9,10,9,10,9,9,8,11,10,14,8,11,8,9,7,9,7,11,9,7,12,10,10,3,9,7,9,9,14,14,12,6,10,5,10,10,10,7,7,10,6,9,10,12,10,9,7,9,7,7,7,9,9,12,8,10,9,9,7,9,5,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,11,1,11,9,10,8,13,14,12,7,11,7,10,12,12,7,3,14,8,10,11,13,9,11,7,9,6,6,10,10,9,13,6,12,7,9,8,10,9,10,9,9
45840,10437,11/1/13 13:55,11/1/13 16:47,12,10,13,10,13,10,10,11,6,5,12,10,4,12,9,8,9,10,10,10,11,12,11,10,12,9,13,8,11,10,10,14,12,12,10,11,15,14,11,12,10,12,10,12,12,12,14,9,9,8,7,11,5,10,11,10,8,7,7,8,12,10,10,6,10,9,12,9,8,9,10,13,9,13,4,13,12,11,11,13,13,10,9,9,10,12,8,9,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,11,13,12,9,9,5,12,6,3,12,12,10,6,10,6,14,12,12,9,9,9,11,7,10,4,12,10,9,6,4,8,13,9,11,12,8,11,1,12,10,9,11,11,14,9,11,11,8,6,6,12,9,5,13,10,10,7,9,10,11,12,9,8,7,7,13,12,9,9,11,13,10,9,8,8,10,10,11,12,8,12,4,12,9,10,12,11,14,4,11,10,11,8,12,14,12,3,14,10,12,12,11,4,10,14,11,8,5,9,13,12,10,9,8,12,12,14,9,13,12,14,11,15,9,14,4,15,11,12,12,12,14,7,10,11,10,11,6,13,11,5,12,13,12,11,11,7,14,13,12,6,9,10,10,13,14,6,10,13,14,11,4,12,11,11,11,14,5,13,4,12,11,12
45870,10438,11/2/13 12:14,11/2/13 14:57,11,8,12,1,10,9,9,9,14,2,11,11,2,4,8,8,6,13,9,6,10,9,12,10,9,15,7,8,14,5,7,15,15,3,14,12,5,10,6,9,13,14,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,10,8,11,10,10,8,12,13,6,2,11,6,8,5,10,7,6,11,11,11,8,12,10,11,12,11,11,15,9,10,10,14,7,7,8,11,3,12,1,14,9,14,8,7,12,2,10,5,13,10,14,15,9,2,14,5,8,6,14,10,4,12,7,11,6,12,9,13,9,13,4,15,9,14,13,14,6,11,5,12,6,15,2,14,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45900,10439,11/1/13 10:11,11/1/13 12:25,13,7,11,10,11,7,13,5,11,6,12,8,2,10,9,4,12,13,12,3,11,7,4,9,4,10,9,13,8,9,10,12,12,9,5,13,4,5,3,9,12,12,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45930,10440,10/31/13 15:51,10/31/13 18:08,15,9,11,12,13,1,4,9,2,3,13,5,4,10,13,5,15,8,12,10,8,8,1,8,5,15,3,1,1,1,13,12,15,15,1,10,15,1,12,1,13,14,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,11,8,11,3,13,3,4,15,13,9,11,11,14,15,11,11,15,13,8,2,9,4,10,14,4,13,5,15,8,15,5,1,1,15,6,12,12,15,1,15,15,5,12,6,10,4,8,1,15,2,1,15,15,8,9,12,13,15,5,14,15,13,4,11,11,2,8,12,2,11,9,15,7,11,8,1,1,15,9,11,12,13,1,15,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45960,10441,10/31/13 12:16,10/31/13 14:28,8,6,15,7,15,13,6,12,2,1,8,10,8,12,8,9,7,5,12,2,10,11,6,13,10,15,7,12,13,11,14,15,14,8,10,15,15,10,3,9,3,11,4,14,6,4,4,12,10,11,3,4,4,15,11,5,3,3,4,5,8,11,11,5,8,15,15,12,3,2,5,5,2,13,2,12,14,10,10,10,13,4,13,3,10,15,8,8,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,15,11,12,8,11,5,2,8,4,2,14,14,10,9,3,2,14,14,12,12,4,7,12,12,8,13,11,12,8,12,8,6,8,8,4,13,8,14,4,9,13,13,8,15,15,14,12,15,8,2,1,4,4,14,14,15,10,4,1,1,15,12,8,2,6,3,8,12,12,14,15,15,11,8,8,12,14,8,12,15,15,15,1,4,8,12,4,12,12,10,12,14,12,3,4,10,4,4,11,15,11,4,4,4,15,12,12,6,10,3,12,9,11,11,15,15,12,9,8,11,12,4,4,8,11,13,2,6,8,11,5,11,15,14,11,12,12,2,2,13,6,6,14,15,10,4,4,2,15,15,11,3,10,1,12,11,11,12,15,15,15,13,8,5,4,4,11,15,15,15,1,12,5,14
45990,10442,10/31/13 12:15,10/31/13 14:32,11,10,12,4,8,8,10,8,12,1,13,8,8,5,11,4,12,11,8,6,8,10,13,8,8,14,13,12,13,6,8,10,11,5,13,12,8,5,7,13,8,8,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,3,11,2,11,8,6,10,13,13,11,4,11,8,11,11,10,11,6,9,6,11,10,12,10,4,9,10,5,12,11,8,8,11,4,10,8,11,3,11,4,7,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46020,10444,11/1/13 13:49,11/1/13 15:28,10,13,6,10,6,6,13,10,5,12,13,12,10,10,3,6,11,11,11,13,13,9,5,6,13,9,4,10,13,13,10,12,12,15,9,7,13,7,10,14,3,7,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,11,5,13,10,5,11,11,5,12,12,3,8,11,4,12,12,12,12,12,11,12,12,10,10,11,6,6,13,13,12,12,10,13,13,11,11,10,13,13,5,12,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46050,10445,11/4/13 17:10,11/4/13 19:16,4,11,15,15,15,11,15,4,11,1,13,9,1,14,15,10,14,15,2,3,9,10,1,15,11,15,15,14,14,13,15,15,14,10,14,15,14,10,1,1,15,15,14,15,13,10,15,4,13,11,1,12,1,3,15,9,11,1,12,12,12,5,1,15,13,3,14,11,13,15,10,13,14,15,1,15,8,13,14,13,15,11,3,14,14,13,10,2,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,15,4,11,11,15,2,9,15,11,1,15,11,12,12,12,1,14,13,11,13,2,13,11,5,2,14,6,10,13,15,13,13,11,9,1,12,12,15,6,14,9,12,9,7,15,10,11,12,14,2,13,14,11,1,15,10,14,12,9,2,13,13,10,10,5,10,7,3,2,15,4,13,13,14,14,13,11,9,2,14,14,14,2,14,5,12,11,10,15,4,12,11,13,2,11,15,6,1,15,9,14,6,11,4,14,15,11,11,4,12,12,3,1,15,6,15,11,15,11,14,11,9,2,12,13,15,3,13,9,12,10,11,15,7,11,10,12,2,9,15,11,2,12,12,15,7,13,3,14,15,9,8,3,8,9,1,1,13,9,14,11,15,11,12,12,10,2,12,15,15,1,13,9,13
46080,10447,11/8/13 16:48,11/8/13 18:22,15,6,15,12,12,4,15,2,9,9,15,7,1,1,6,2,15,15,1,2,13,9,1,15,11,12,12,12,12,4,15,9,15,10,NA,15,15,3,1,4,12,15,15,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,15,1,11,4,14,1,12,11,13,1,15,1,11,15,15,2,9,9,3,15,8,12,8,1,1,15,9,13,1,15,12,12,10,14,1,13,8,6,10,15,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,6,15,1,10,2,14,4,14,4,13,1,15,1,10,15,15,1,6,7,3,14,9,13,4,4,4,11,9,14,3,11,14,14,3,14,2,11,NA,NA,2,14,9,9
46110,10448,11/5/13 12:51,11/5/13 14:45,9,5,14,11,9,11,3,2,3,8,7,4,3,11,6,9,10,12,2,7,6,5,5,14,10,9,12,13,9,13,14,8,13,3,13,14,11,13,2,3,12,13,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,13,10,6,10,13,8,6,10,9,2,14,13,11,11,12,7,13,10,11,5,4,8,5,2,2,14,11,11,11,12,13,9,11,9,4,13,9,9,5,14,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46140,10449,11/5/13 12:51,11/5/13 14:44,12,6,12,6,12,7,15,7,13,3,10,10,1,11,10,2,12,13,9,1,14,10,3,10,3,15,9,14,12,7,15,9,12,7,12,15,3,6,3,2,13,13,14,15,11,6,13,2,12,4,2,11,4,4,10,10,9,1,6,14,9,12,7,13,11,2,12,6,13,13,8,12,3,11,2,10,4,13,10,12,10,10,4,12,13,3,4,9,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,9,2,9,2,11,2,9,9,11,3,10,3,11,11,13,1,6,11,4,7,7,11,9,14,9,9,6,13,4,7,14,10,8,13,10,13,3,10,3,12,9,11,9,7,13,2,11,3,12,2,9,9,13,3,14,4,13,13,15,1,7,13,3,7,4,15,11,11,11,12,2,14,4,11,15,14,4,12,12,13,3,12,3,10,7,12,13,10,14,2,11,3,10,3,11,12,13,4,13,2,11,12,11,1,3,13,2,10,6,15,12,14,7,12,2,13,4,10,13,13,8,13,9,14,2,12,3,7,5,14,13,7,13,1,12,9,14,2,12,12,14,4,12,4,12,12,12,2,4,11,3,10,6,15,12,12,4,13,2,14,5,14,15,14,7,14,2,13,1,12,2,12,6,13
46170,10450,11/4/13 16:45,11/4/13 18:55,1,4,9,15,11,15,15,13,3,15,6,1,1,10,13,3,1,15,6,15,13,3,8,5,1,8,15,3,15,15,5,15,13,15,12,13,15,15,9,2,9,13,3,12,9,2,12,3,2,15,7,3,1,2,13,2,15,15,15,15,2,6,9,11,15,3,12,10,10,13,15,12,15,15,15,15,15,5,10,7,15,3,15,11,11,13,15,6,11,12,9,2,5,9,4,12,12,5,1,11,11,4,15,15,15,15,4,13,10,9,2,14,10,3,14,11,4,11,15,10,15,15,1,10,14,12,12,11,15,13,15,11,6,10,7,2,9,6,2,15,5,8,3,9,6,1,10,11,12,5,15,15,15,13,15,15,12,13,5,9,6,5,3,4,10,14,4,11,15,7,9,5,12,14,8,15,12,3,9,10,9,5,4,15,10,11,11,14,4,1,8,11,10,1,12,15,15,14,15,15,15,15,5,4,10,6,8,11,10,11,1,13,12,8,9,3,13,15,9,13,15,2,3,4,6,6,6,13,10,9,10,12,6,3,9,9,10,2,15,14,14,14,15,15,15,15,3,4,12,9,5,11,13,14,6,12,15,4,3,4,11,14,12,15,15,3,9,5,10,8,4,12,11,14,NA,NA,NA,NA,NA,NA,NA,NA,12,15,13,15,14,15,15,15,4,8,11,3,1,12,13,13,2,13,14,9,9,5,11,14,5,13,15,1
